2631040	2631832	1	1
2641557	2642554	1	1
2652846	0	1	1
0	2677268	1	1
0	2706379	1	1
2712753	0	1	1
2714780	2716173	1	1
2726170	2727469	1	1
0	2745073	1	1
2766407	2768101	1	1
2768147	0	1	1
0	2771707	1	1
0	2778841	1	1
2778877	2779358	1	1
0	2794176	1	1
0	2796229	1	1
0	2837135	1	1
2843287	0	1	1
2870220	0	1	1
0	2871287	1	1
2900097	2902837	1	1
2903013	2903819	1	1
2920166	2920518	1	1
2928995	0	1	1
2930052	2930862	1	1
2956436	0	1	1
0	2962406	1	1
2967746	2968373	1	1
2975122	0	1	1
2989307	0	1	1
2997427	0	1	1
0	3000509	1	1
3000607	0	1	1
0	3008093	1	1
3019531	0	1	1
0	3022008	1	1
3023090	0	1	1
0	3024463	1	1
0	3048629	1	1
3055654	3056341	1	1
0	3087934	1	1
3098904	0	1	1
0	3103507	1	1
3109218	0	1	1
0	3110235	1	1
3120900	0	1	1
0	3129757	1	1
0	3136780	1	1
3150351	0	1	1
0	3153223	1	1
0	3171276	1	1
3189874	0	1	1
0	3191589	1	1
3195018	0	1	1
0	3201491	1	1
0	3207273	1	1
3211052	0	1	1
0	3216912	1	1
3217906	3219236	1	1
13956	0	1	-1
0	10844	1	-1
15731	15437	1	-1
18224	17132	1	-1
37075	37022	1	-1
0	37433	1	-1
42340	0	1	-1
45173	44554	1	-1
47120	46150	1	-1
62493	60978	1	-1
63550	62608	1	-1
66490	65943	1	-1
0	68131	1	-1
105352	0	1	-1
112083	111229	1	-1
125753	123997	1	-1
0	135650	1	-1
137054	0	1	-1
0	148773	1	-1
151051	150390	1	-1
0	153290	1	-1
162736	1611534	1	-1
0	165713	1	-1
169136	0	1	-1
0	169261	1	-1
189613	188627	1	-1
0	191269	1	-1
194247	0	1	-1
0	197527	1	-1
202823	201606	1	-1
0	206643	1	-1
211962	210939	1	-1
216029	215701	1	-1
230724	0	1	-1
249111	0	1	-1
274114	273306	1	-1
278697	0	1	-1
279894	279272	1	-1
280884	0	1	-1
0	281067	1	-1
282961	0	1	-1
283749	283131	1	-1
302753	302086	1	-1
303509	302807	1	-1
330334	0	1	-1
0	336192	1	-1
340855	339687	1	-1
0	341077	1	-1
344364	343240	1	-1
0	348621	1	-1
355672	0	1	-1
0	357582	1	-1
359701	0	1	-1
373732	372001	1	-1
389212	388079	1	-1
0	392055	1	-1
0	394779	1	-1
0	398654	1	-1
399489	0	1	-1
402697	0	1	-1
0	408167	1	-1
0	408930	1	-1
411168	0	1	-1
0	419527	1	-1
430891	429308	1	-1
0	430941	1	-1
460711	0	1	-1
475274	474448	1	-1
0	475805	1	-1
0	482075	1	-1
488507	0	1	-1
493915	492898	1	-1
0	500841	1	-1
511955	511345	1	-1
534072	533616	1	-1
556097	554309	1	-1
561155	560750	1	-1
0	563023	1	-1
0	582436	1	-1
584196	0	1	-1
585242	584252	1	-1
600317	599503	1	-1
614037	613122	1	-1
634333	0	1	-1
680550	0	1	-1
707203	705582	1	-1
0	720837	1	1
723958	0	1	-1
0	750882	1	-1
752585	0	1	-1
0	752682	1	-1
0	753095	1	-1
763548	760828	1	-1
769850	0	1	-1
0	774212	1	-1
775998	0	1	-1
777302	776094	1	-1
778637	0	1	-1
788767	788540	1	-1
803214	0	1	-1
0	818237	1	-1
821253	0	1	-1
846253	844788	1	-1
848819	847064	1	-1
0	848958	1	-1
853346	0	1	-1
857694	857157	1	-1
0	858363	1	-1
859230	0	1	-1
860195	0	1	-1
865698	864307	1	-1
887968	886103	1	-1
892001	891029	1	-1
901552	0	1	-1
906440	905498	1	-1
907574	0	1	-1
957947	0	1	-1
979451	978487	1	-1
1022151	1021677	1	-1
1029532	1028245	1	-1
0	1038900	1	-1
1059739	1059160	1	-1
1061450	1060630	1	-1
1065075	1062634	1	-1
1066992	1065227	1	-1
1089124	1088792	1	-1
1102401	1101546	1	-1
1104203	1102634	1	-1
0	1148404	1	-1
0	1185803	1	-1
0	1198866	1	-1
1202225	0	1	-1
1204694	1204163	1	-1
1220442	0	1	-1
1221835	1221255	1	-1
0	1251841	1	-1
1268767	1268247	1	-1
1271999	1272499	1	-1
1303476	1303085	1	-1
1305871	1304966	1	-1
0	1306123	1	-1
1314579	1311817	1	-1
0	1319346	1	-1
1323981	1322938	1	-1
1327100	1326209	1	-1
0	1327200	1	-1
0	1328813	1	-1
1331489	1329710	1	-1
1338020	1336777	1	-1
1341004	1340241	1	-1
0	1341107	1	-1
1350321	1349506	1	-1
1373431	1372195	1	-1
1385556	0	1	-1
0	1421342	1	-1
1423690	0	1	-1
0	1432705	1	-1
1451005	1449755	1	-1
1500381	1498503	1	-1
0	1532708	1	-1
1592628	0	1	-1
0	1648320	1	-1
1658728	1657909	1	-1
0	1662556	1	-1
1665970	0	1	-1
1686812	1686134	1	-1
1687956	1686838	1	-1
0	1693508	1	-1
0	1697195	1	-1
1774588	1773016	1	-1
1776921	0	1	-1
1818200	0	1	-1
0	1965732	1	-1
0	1971642	1	-1
1973799	0	1	-1
1979639	1979200	1	-1
1999907	1999392	1	-1
2009034	2007649	1	-1
0	2009079	1	-1
2013536	2010808	1	-1
0	2025036	1	-1
2030904	0	1	-1
2032635	0	1	-1
2035334	0	1	-1
2041051	2039978	1	-1
0	2042053	1	-1
0	2115544	1	-1
2118608	2118248	1	-1
2120597	2118753	1	-1
2121307	0	1	-1
2122651	2121413	1	-1
2136569	0	1	-1
2138334	2136760	1	-1
0	2138680	1	-1
2140912	0	1	-1
0	2145485	1	-1
2147189	2146883	1	-1
0	2151071	1	-1
2151926	0	1	-1
0	2162936	1	-1
0	2168197	1	-1
2172650	2171959	1	-1
0	2187498	1	-1
2193326	0	1	-1
0	2193699	1	-1
2196674	0	1	-1
2215376	2214949	1	-1
2224017	0	1	-1
0	2265804	1	-1
2269895	0	1	-1
0	2273015	1	-1
2275129	0	1	-1
2278081	2276992	1	-1
2354229	0	1	-1
2358995	0	1	-1
0	2359130	1	-1
0	2361869	1	-1
